Age,Income,Knowledge,Risk,Goal,Portfolio
66,1028687,Low,Medium,Short-Term Gain,Moderate
55,1217278,High,High,Retirement,Moderate
45,1244402,High,Low,Retirement,Moderate
55,1161623,High,High,Retirement,Moderate
27,1321388,Medium,Low,Wealth Growth,Moderate
41,1117817,Medium,Medium,Wealth Growth,Moderate
36,1097295,Low,Low,Wealth Growth,Moderate
22,1241106,Medium,Low,Retirement,Moderate
30,547392,Low,High,Short-Term Gain,Moderate
48,349024,Medium,High,Short-Term Gain,Moderate
53,1284215,High,Medium,Wealth Growth,Aggressive
23,385354,High,High,Short-Term Gain,Moderate
71,807092,Low,Medium,Wealth Growth,Moderate
63,346292,Medium,Medium,Wealth Growth,Moderate
42,768137,High,Low,Retirement,Moderate
38,1108341,High,High,Retirement,Moderate
61,1254071,Low,Low,Retirement,Conservative
55,961200,Low,High,Wealth Growth,Moderate
73,1243340,Low,Medium,Retirement,Moderate
20,1166246,High,Low,Wealth Growth,Moderate
62,462885,Low,Medium,Retirement,Moderate
22,548968,Medium,Medium,Wealth Growth,Moderate
64,1496431,Low,Low,Wealth Growth,Moderate
25,1322111,Medium,High,Wealth Growth,Moderate
31,1487940,Low,Low,Retirement,Conservative
50,567532,High,High,Retirement,Moderate
33,351684,Medium,High,Short-Term Gain,Moderate
48,702279,Low,Low,Short-Term Gain,Moderate
24,897690,High,Medium,Short-Term Gain,Moderate
77,772688,High,Medium,Wealth Growth,Aggressive
27,430329,Low,Medium,Short-Term Gain,Moderate
67,1378335,High,Low,Retirement,Moderate
66,754159,High,High,Retirement,Moderate
55,1044689,High,High,Retirement,Moderate
60,304283,High,High,Retirement,Moderate
38,1092038,Low,Medium,Retirement,Moderate
31,565964,High,Medium,Short-Term Gain,Moderate
46,1286885,High,Medium,Short-Term Gain,Moderate
60,1482705,Low,Medium,Wealth Growth,Moderate
51,685816,High,High,Wealth Growth,Aggressive
63,472461,High,Medium,Short-Term Gain,Moderate
40,1334140,Medium,Low,Wealth Growth,Moderate
38,1019485,High,Medium,Wealth Growth,Aggressive
35,1058840,Medium,High,Wealth Growth,Moderate
23,302342,Low,High,Wealth Growth,Moderate
64,982835,Low,Medium,Short-Term Gain,Moderate
33,379825,Low,Medium,Short-Term Gain,Moderate
35,1243621,Low,Low,Wealth Growth,Moderate
38,1045941,Low,High,Short-Term Gain,Moderate
69,786547,High,Low,Short-Term Gain,Moderate
80,629693,Medium,Low,Retirement,Moderate
67,1315994,High,Medium,Wealth Growth,Aggressive
28,1055406,Low,High,Retirement,Moderate
60,366871,Medium,Medium,Wealth Growth,Moderate
37,330184,High,Medium,Retirement,Moderate
23,789477,High,Medium,Short-Term Gain,Moderate
74,1423665,Low,High,Short-Term Gain,Moderate
70,1375068,Low,Low,Retirement,Conservative
38,1490831,Low,High,Retirement,Moderate
38,1481182,Low,High,Retirement,Moderate
46,1075774,High,High,Wealth Growth,Aggressive
47,1320868,Low,Medium,Retirement,Moderate
40,856093,High,High,Wealth Growth,Aggressive
72,982051,Medium,Low,Retirement,Moderate
78,653426,Medium,Medium,Short-Term Gain,Moderate
35,1252469,Medium,Medium,Short-Term Gain,Moderate
46,447901,Low,High,Wealth Growth,Moderate
27,313175,Medium,High,Wealth Growth,Moderate
36,353386,Medium,Medium,Wealth Growth,Moderate
76,759774,Medium,Medium,Wealth Growth,Moderate
62,341425,Medium,High,Short-Term Gain,Moderate
29,490628,Medium,High,Short-Term Gain,Moderate
22,1391709,Medium,Low,Short-Term Gain,Moderate
73,491953,Low,Low,Wealth Growth,Moderate
58,392960,Low,Low,Short-Term Gain,Moderate
48,545137,Low,High,Short-Term Gain,Moderate
72,1296636,Low,Low,Retirement,Conservative
74,1375131,Low,High,Wealth Growth,Moderate
47,720486,Medium,Medium,Short-Term Gain,Moderate
32,549331,High,Medium,Wealth Growth,Aggressive
27,686875,Low,High,Retirement,Moderate
45,1001232,Low,Medium,Retirement,Moderate
52,619161,Low,Medium,Retirement,Moderate
72,342588,Medium,Low,Short-Term Gain,Moderate
69,994893,Low,High,Wealth Growth,Moderate
63,1329887,Low,High,Retirement,Moderate
56,625510,Low,Low,Retirement,Conservative
42,982254,High,High,Short-Term Gain,Moderate
78,1429610,Medium,Medium,Retirement,Moderate
71,1096390,High,High,Retirement,Moderate
74,1389993,High,High,Retirement,Moderate
41,1071384,Low,Low,Wealth Growth,Moderate
75,1079363,Low,Medium,Wealth Growth,Moderate
61,1248808,High,High,Retirement,Moderate
79,489454,Medium,Low,Wealth Growth,Moderate
59,339090,Low,Medium,Wealth Growth,Moderate
59,599403,High,Medium,Short-Term Gain,Moderate
48,720765,Low,Medium,Wealth Growth,Moderate
79,1110654,High,Low,Wealth Growth,Moderate
55,1109255,Low,Low,Wealth Growth,Moderate
29,1058930,Medium,High,Short-Term Gain,Moderate
54,690192,Low,Medium,Short-Term Gain,Moderate
53,694631,High,High,Short-Term Gain,Moderate
53,629879,High,Medium,Wealth Growth,Aggressive
32,750236,Low,Low,Retirement,Conservative
75,1217127,Low,Medium,Short-Term Gain,Moderate
54,1040836,High,High,Short-Term Gain,Moderate
37,884246,Medium,High,Retirement,Moderate
47,577042,High,Medium,Wealth Growth,Aggressive
59,1009254,Low,Medium,Short-Term Gain,Moderate
44,654130,High,High,Wealth Growth,Aggressive
24,1138912,Medium,High,Wealth Growth,Moderate
59,1171357,Medium,Medium,Wealth Growth,Moderate
21,1256019,Low,High,Short-Term Gain,Moderate
70,568975,Low,High,Retirement,Moderate
74,487953,Medium,High,Short-Term Gain,Moderate
71,363206,High,Low,Wealth Growth,Moderate
44,409541,Medium,Low,Short-Term Gain,Moderate
54,567651,Low,Medium,Wealth Growth,Moderate
69,1177142,Medium,Medium,Wealth Growth,Moderate
21,553543,High,High,Wealth Growth,Aggressive
44,941440,Medium,Medium,Wealth Growth,Moderate
51,1296747,Medium,Low,Wealth Growth,Moderate
30,538334,Low,Medium,Short-Term Gain,Moderate
52,1474644,High,High,Retirement,Moderate
75,719784,Medium,Medium,Short-Term Gain,Moderate
26,984051,Low,Low,Short-Term Gain,Moderate
64,682764,Low,Low,Retirement,Conservative
26,588290,High,Medium,Short-Term Gain,Moderate
38,722840,Medium,Low,Wealth Growth,Moderate
47,404886,High,Low,Short-Term Gain,Moderate
36,1121942,Low,Low,Wealth Growth,Moderate
34,549570,Low,High,Short-Term Gain,Moderate
54,1210707,Medium,Medium,Retirement,Moderate
57,787039,Low,Low,Wealth Growth,Moderate
56,1252940,High,Medium,Wealth Growth,Aggressive
35,405715,Medium,High,Short-Term Gain,Moderate
39,365210,Medium,High,Retirement,Moderate
43,1065437,Low,Medium,Short-Term Gain,Moderate
44,1214914,Medium,High,Short-Term Gain,Moderate
36,389658,Low,Medium,Retirement,Moderate
71,645511,Medium,Low,Short-Term Gain,Moderate
38,1076495,Low,Medium,Retirement,Moderate
24,474807,Medium,Low,Retirement,Moderate
36,713042,Medium,High,Short-Term Gain,Moderate
66,1145190,Medium,Medium,Wealth Growth,Moderate
38,975161,Low,Medium,Short-Term Gain,Moderate
31,1146782,Low,High,Wealth Growth,Moderate
33,633542,Medium,Medium,Short-Term Gain,Moderate
64,615305,Low,Medium,Retirement,Moderate
33,1427023,Medium,High,Short-Term Gain,Moderate
62,1024198,Low,Medium,Short-Term Gain,Moderate
40,359269,Low,Low,Retirement,Conservative
74,508938,Medium,Low,Wealth Growth,Moderate
76,943190,Low,High,Retirement,Moderate
41,832815,Medium,Low,Retirement,Moderate
60,335632,Low,Medium,Short-Term Gain,Moderate
33,784899,Low,Medium,Wealth Growth,Moderate
37,1065374,Low,Low,Retirement,Conservative
22,1218202,Medium,Low,Short-Term Gain,Moderate
77,339808,Medium,Medium,Wealth Growth,Moderate
55,1145171,High,Medium,Wealth Growth,Aggressive
57,1293686,High,Low,Retirement,Moderate
73,1153495,Medium,High,Short-Term Gain,Moderate
70,740300,Medium,Low,Wealth Growth,Moderate
62,609873,High,High,Short-Term Gain,Moderate
73,1089175,Low,Medium,Wealth Growth,Moderate
42,1087125,High,High,Short-Term Gain,Moderate
59,1422365,Medium,High,Short-Term Gain,Moderate
27,736054,High,Medium,Wealth Growth,Aggressive
39,1113241,High,High,Retirement,Moderate
62,332451,Low,Low,Short-Term Gain,Moderate
77,1043760,Low,Low,Retirement,Conservative
55,1029538,High,Low,Wealth Growth,Moderate
73,655280,Low,High,Wealth Growth,Moderate
70,658247,High,High,Retirement,Moderate
49,1372658,Low,High,Short-Term Gain,Moderate
36,551735,High,Medium,Wealth Growth,Aggressive
56,1161353,Medium,High,Retirement,Moderate
71,1330471,High,High,Short-Term Gain,Moderate
29,1375499,Low,Low,Retirement,Conservative
28,978548,Low,High,Short-Term Gain,Moderate
64,1332876,Low,Low,Wealth Growth,Moderate
49,1292010,Medium,Medium,Short-Term Gain,Moderate
60,580179,Medium,High,Wealth Growth,Moderate
48,1479092,High,Medium,Short-Term Gain,Moderate
38,543154,Medium,Low,Short-Term Gain,Moderate
75,854023,High,High,Short-Term Gain,Moderate
46,1205408,Medium,Low,Wealth Growth,Moderate
29,1070761,High,High,Wealth Growth,Aggressive
63,1371195,Low,High,Retirement,Moderate
61,1067017,Medium,High,Wealth Growth,Moderate
20,701610,Medium,Medium,Short-Term Gain,Moderate
80,1264849,High,Medium,Short-Term Gain,Moderate
62,478446,Medium,Low,Retirement,Moderate
28,326136,Medium,Low,Wealth Growth,Moderate
63,370991,High,High,Short-Term Gain,Moderate
49,587001,High,High,Short-Term Gain,Moderate
29,328952,Medium,High,Short-Term Gain,Moderate
63,1345891,High,High,Retirement,Moderate
73,873193,High,Low,Retirement,Moderate
31,454096,Low,High,Retirement,Moderate
23,417176,Low,Low,Short-Term Gain,Moderate
53,828347,Medium,Medium,Retirement,Moderate
37,1399583,High,Low,Short-Term Gain,Moderate
47,1069584,High,High,Retirement,Moderate
50,1197607,Low,Low,Wealth Growth,Moderate
53,1479556,Medium,Medium,Short-Term Gain,Moderate
34,547177,High,High,Wealth Growth,Aggressive
56,1324235,Medium,Low,Short-Term Gain,Moderate
37,876281,Low,Medium,Retirement,Moderate
57,1407005,High,High,Short-Term Gain,Moderate
78,1259014,High,Medium,Wealth Growth,Aggressive
63,1316266,High,High,Wealth Growth,Aggressive
70,1051066,High,Medium,Retirement,Moderate
44,1160576,Medium,High,Retirement,Moderate
25,1461074,Medium,Medium,Wealth Growth,Moderate
47,443487,Low,Medium,Short-Term Gain,Moderate
57,793058,Medium,Medium,Retirement,Moderate
55,373191,Medium,Medium,Wealth Growth,Moderate
23,609883,High,Medium,Retirement,Moderate
32,1409611,Low,Low,Wealth Growth,Moderate
59,1094653,Medium,Low,Retirement,Moderate
76,1080881,High,Medium,Short-Term Gain,Moderate
47,1008601,Medium,High,Short-Term Gain,Moderate
38,1063517,High,High,Wealth Growth,Aggressive
73,598653,Low,Low,Retirement,Conservative
50,1181175,Medium,High,Wealth Growth,Moderate
66,361650,High,High,Retirement,Moderate
59,1296585,High,High,Short-Term Gain,Moderate
50,1467306,Low,Medium,Short-Term Gain,Moderate
53,763768,Low,Medium,Short-Term Gain,Moderate
64,396836,High,High,Short-Term Gain,Moderate
24,1223106,Low,Low,Wealth Growth,Moderate
50,1468372,Medium,Medium,Wealth Growth,Moderate
43,709108,Medium,Low,Wealth Growth,Moderate
61,1075717,Medium,Low,Retirement,Moderate
22,1138310,Medium,Low,Short-Term Gain,Moderate
21,729922,High,Low,Wealth Growth,Moderate
56,1047108,High,Medium,Wealth Growth,Aggressive
73,725308,Medium,Low,Wealth Growth,Moderate
70,869354,Medium,Medium,Wealth Growth,Moderate
49,1052250,Low,Medium,Short-Term Gain,Moderate
52,986867,High,Medium,Short-Term Gain,Moderate
40,1460485,High,Low,Wealth Growth,Moderate
45,1099591,Low,Medium,Wealth Growth,Moderate
25,541950,Low,High,Short-Term Gain,Moderate
47,995633,High,Low,Short-Term Gain,Moderate
31,1064823,Low,Medium,Short-Term Gain,Moderate
27,831971,High,High,Retirement,Moderate
74,474734,Medium,Low,Short-Term Gain,Moderate
58,875982,High,Low,Short-Term Gain,Moderate
39,810804,High,Low,Short-Term Gain,Moderate
27,1191188,Medium,Low,Retirement,Moderate
60,1271614,High,Medium,Wealth Growth,Aggressive
28,1482663,Low,Medium,Wealth Growth,Moderate
61,1462185,Medium,Low,Retirement,Moderate
36,591490,Medium,High,Short-Term Gain,Moderate
74,624504,Low,High,Wealth Growth,Moderate
58,408591,Low,Low,Short-Term Gain,Moderate
29,1354869,Low,Medium,Wealth Growth,Moderate
40,1338793,Low,Medium,Short-Term Gain,Moderate
71,1490755,Medium,High,Retirement,Moderate
56,660690,High,Medium,Retirement,Moderate
47,815986,High,Low,Short-Term Gain,Moderate
60,1163048,Medium,Low,Retirement,Moderate
36,1344363,High,High,Short-Term Gain,Moderate
68,1099007,Low,Medium,Wealth Growth,Moderate
29,1387827,Medium,Low,Wealth Growth,Moderate
58,1034119,Medium,Medium,Short-Term Gain,Moderate
69,965888,Low,Medium,Short-Term Gain,Moderate
55,1404044,High,Low,Short-Term Gain,Moderate
27,1473178,Medium,High,Wealth Growth,Moderate
53,1416272,Low,Medium,Retirement,Moderate
70,1091254,Low,High,Short-Term Gain,Moderate
50,342193,High,High,Short-Term Gain,Moderate
53,1389841,High,Medium,Retirement,Moderate
40,875249,Medium,Low,Wealth Growth,Moderate
51,536144,Low,Low,Wealth Growth,Moderate
21,819761,High,High,Wealth Growth,Aggressive
74,1242233,Low,Medium,Retirement,Moderate
32,315536,Low,High,Retirement,Moderate
60,1015232,Medium,Low,Retirement,Moderate
27,1079930,Medium,High,Wealth Growth,Moderate
21,326126,Medium,High,Retirement,Moderate
37,962751,Low,Medium,Wealth Growth,Moderate
66,1368977,Medium,Low,Wealth Growth,Moderate
55,480089,Low,High,Retirement,Moderate
44,1351586,Low,Medium,Wealth Growth,Moderate
72,799398,Low,Medium,Retirement,Moderate
72,974745,Low,Low,Short-Term Gain,Moderate
30,794667,High,Low,Short-Term Gain,Moderate
26,1381536,High,High,Short-Term Gain,Moderate
59,397141,High,Medium,Retirement,Moderate
52,1326451,High,Medium,Retirement,Moderate
44,1429608,Medium,High,Retirement,Moderate
72,500267,Low,High,Wealth Growth,Moderate
33,429764,High,Low,Short-Term Gain,Moderate
60,473480,Low,Medium,Retirement,Moderate
76,742185,Low,Medium,Retirement,Moderate
44,1360955,High,Medium,Retirement,Moderate
41,1166991,Medium,Low,Wealth Growth,Moderate
50,876992,Low,High,Short-Term Gain,Moderate
45,1313256,Low,Low,Wealth Growth,Moderate
63,872951,High,Medium,Retirement,Moderate
50,1497978,Low,High,Retirement,Moderate
66,633959,Medium,High,Retirement,Moderate
42,751313,High,High,Short-Term Gain,Moderate
29,1312091,High,High,Short-Term Gain,Moderate
74,1085345,Medium,High,Wealth Growth,Moderate
30,771023,Low,Medium,Wealth Growth,Moderate
75,500048,Medium,High,Retirement,Moderate
20,807219,Low,Medium,Short-Term Gain,Moderate
62,516664,High,High,Short-Term Gain,Moderate
75,740264,Low,Low,Wealth Growth,Moderate
28,800581,Medium,Low,Wealth Growth,Moderate
55,432745,High,High,Wealth Growth,Aggressive
34,1464239,High,Medium,Wealth Growth,Aggressive
31,343900,High,High,Wealth Growth,Aggressive
79,911936,High,Medium,Retirement,Moderate
59,1400346,High,High,Wealth Growth,Aggressive
52,487331,Medium,Low,Retirement,Moderate
36,775536,Medium,Medium,Wealth Growth,Moderate
51,880888,Low,Medium,Retirement,Moderate
51,716111,Medium,Low,Short-Term Gain,Moderate
32,1305843,High,Medium,Retirement,Moderate
44,1093324,High,Medium,Retirement,Moderate
67,1036824,Medium,High,Retirement,Moderate
34,1269347,High,High,Wealth Growth,Aggressive
56,1235255,Low,High,Short-Term Gain,Moderate
47,421123,Low,Medium,Wealth Growth,Moderate
30,987379,Medium,High,Short-Term Gain,Moderate
44,348414,High,Low,Retirement,Moderate
69,633528,Medium,High,Wealth Growth,Moderate
67,1219876,High,High,Wealth Growth,Aggressive
62,1097284,Medium,High,Wealth Growth,Moderate
75,645041,High,Low,Wealth Growth,Moderate
53,878601,High,Low,Retirement,Moderate
29,512278,High,Medium,Retirement,Moderate
39,638650,Low,High,Wealth Growth,Moderate
33,971114,Medium,Medium,Retirement,Moderate
60,1403617,Low,Medium,Retirement,Moderate
50,892370,Medium,High,Retirement,Moderate
50,943233,Low,Low,Short-Term Gain,Moderate
56,1327741,Medium,Medium,Short-Term Gain,Moderate
31,821325,Medium,Low,Short-Term Gain,Moderate
23,1396884,Medium,High,Wealth Growth,Moderate
20,812828,High,High,Short-Term Gain,Moderate
48,772803,Medium,Medium,Wealth Growth,Moderate
46,1314953,Medium,High,Wealth Growth,Moderate
44,454418,Medium,Low,Short-Term Gain,Moderate
25,1096265,Medium,High,Retirement,Moderate
45,1119251,Low,High,Retirement,Moderate
43,1149890,Low,Medium,Retirement,Moderate
46,317166,High,Medium,Wealth Growth,Aggressive
50,563222,Medium,High,Short-Term Gain,Moderate
56,308891,High,High,Short-Term Gain,Moderate
34,348104,High,Low,Wealth Growth,Moderate
72,1160535,Low,High,Retirement,Moderate
75,1187972,Medium,High,Retirement,Moderate
79,1014724,Low,Medium,Wealth Growth,Moderate
59,1372455,High,Medium,Wealth Growth,Aggressive
50,1422966,Medium,Medium,Short-Term Gain,Moderate
25,1357886,High,High,Short-Term Gain,Moderate
59,868664,Low,Low,Retirement,Conservative
63,415433,Low,Medium,Retirement,Moderate
46,1306248,Medium,High,Wealth Growth,Moderate
67,1302000,Medium,Low,Short-Term Gain,Moderate
67,978504,Low,High,Short-Term Gain,Moderate
68,1007215,Low,Low,Wealth Growth,Moderate
69,1353611,Low,High,Retirement,Moderate
28,597264,Low,Low,Short-Term Gain,Moderate
78,569411,Medium,High,Short-Term Gain,Moderate
38,365216,Medium,Medium,Short-Term Gain,Moderate
48,391997,Low,Low,Wealth Growth,Moderate
53,1169699,Medium,Low,Retirement,Moderate
75,821306,Low,Low,Retirement,Conservative
80,1033272,High,Medium,Retirement,Moderate
43,777758,Low,High,Short-Term Gain,Moderate
31,1278013,Low,Low,Short-Term Gain,Moderate
21,1006045,Medium,High,Retirement,Moderate
78,835503,Medium,Medium,Short-Term Gain,Moderate
28,812837,Medium,Low,Retirement,Moderate
55,1492727,High,Medium,Retirement,Moderate
72,802416,Low,Medium,Wealth Growth,Moderate
65,772253,Low,Low,Short-Term Gain,Moderate
73,1289179,Low,High,Retirement,Moderate
27,468901,Medium,High,Retirement,Moderate
51,659472,Medium,Low,Retirement,Moderate
23,1360598,High,High,Wealth Growth,Aggressive
79,1183892,Medium,Medium,Short-Term Gain,Moderate
50,955805,Low,Low,Short-Term Gain,Moderate
77,884375,Low,High,Retirement,Moderate
65,584407,Low,High,Short-Term Gain,Moderate
80,469500,Low,Low,Retirement,Conservative
63,583559,High,Medium,Wealth Growth,Aggressive
33,413796,High,Medium,Retirement,Moderate
28,1240694,Medium,Medium,Wealth Growth,Moderate
78,568939,High,Medium,Wealth Growth,Aggressive
77,655413,Medium,Low,Wealth Growth,Moderate
41,797472,High,Low,Short-Term Gain,Moderate
80,1057600,High,Medium,Wealth Growth,Aggressive
36,822599,Medium,High,Short-Term Gain,Moderate
62,573846,High,Low,Short-Term Gain,Moderate
67,994751,Medium,Medium,Short-Term Gain,Moderate
32,945701,Low,High,Retirement,Moderate
68,988910,Medium,Medium,Retirement,Moderate
52,826111,Low,High,Wealth Growth,Moderate
38,687693,Low,High,Short-Term Gain,Moderate
61,1001209,Low,High,Retirement,Moderate
78,1277990,Low,Low,Wealth Growth,Moderate
35,1487810,High,High,Short-Term Gain,Moderate
79,850175,Medium,Medium,Retirement,Moderate
